CHR	BIN_START	N_SNP	RHO	RR
1	10200001	364	485.423720000018	0.323615813333345

1	10300001	205	305.76546999999	0.20384364666666

1	10400001	182	1433.52798500001	0.95568532333334

1	10500001	108	534.158393000001	0.356105595333334

1	10600001	229	963.681447000032	0.642454298000021

1	10700001	189	795.49905900001	0.530332706000007

1	10800001	209	630.770335	0.420513556666667

1	10900001	460	1646.55837199999	1.09770558133333

1	11000001	390	2839.81132699997	1.89320755133331

1	11100001	700	1902.36643500006	1.26824429000004

1	11200001	610	2835.22948499998	1.89015298999999

1	11300001	595	4011.0957119999	2.67406380799993

1	11400001	158	680.987954999973	0.453991969999982

1	11500001	127	624.576713000014	0.416384475333343

1	11600001	202	1217.34874499999	0.811565829999993

1	11700001	122	554.202147999969	0.369468098666646

1	11800001	135	451.486541999995	0.300991027999997

1	11900001	167	592.902000999997	0.395268000666665

1	12000001	213	440.576544000006	0.293717696000004

1	12100001	332	419.836867000012	0.279891244666675

1	12200001	92	428.083621000001	0.285389080666667

1	12300001	275	174.069218000002	0.116046145333335

1	12400001	189	42.141235	0.0280941566666667

1	12500001	286	387.955369999983	0.258636913333322

1	12600001	418	772.611312000015	0.51507420800001

1	12700001	278	53.072461000002	0.035381640666668

1	12800001	205	38.6959140000031	0.0257972760000021

1	12900001	98	9.09409699999924	0.00606273133333283

1	13000001	801	420.518698000032	0.280345798666688

1	13100001	452	2787.44485900002	1.85829657266668

1	13200001	544	957.897781000041	0.638598520666694

1	13300001	547	15114.3341120001	10.0762227413334

1	13400001	405	15735.0772459998	10.4900514973332

1	13500001	403	13409.884699	8.93992313266667

1	13600001	136	34.1911290000002	0.0227940860000001

1	13700001	162	147.142613000014	0.0980950753333427

1	13800001	204	257.424738999998	0.171616492666665

1	13900001	155	75.1411419999818	0.0500940946666545

1	14000001	113	79.6063690000019	0.0530709126666679

1	14100001	158	245.765147	0.163843431333333

1	14200001	87	34.7604029999999	0.0231736019999999

1	14300001	112	88.4964629999943	0.0589976419999962

1	14400001	132	39.7917670000296	0.0265278446666864

1	14500001	234	595.046797999995	0.39669786533333

1	14600001	581	8740.44626299987	5.82696417533325

1	14700001	361	9267.3121400001	6.1782080933334

1	14800001	140	3224.111789	2.14940785933333

1	15000001	90	131.916787999996	0.0879445253333307

1	15100001	72	212.775116999992	0.141850077999995

1	15200001	102	515.017091000017	0.343344727333345

1	15300001	110	402.942628999997	0.268628419333331

1	15400001	101	380.962836999995	0.253975224666663

1	15500001	275	4107.32106599999	2.73821404399999

1	15600001	191	423.212444999992	0.282141629999995

1	15700001	54	142.258227000001	0.0948388180000007

1	15900001	52	56.0649799999997	0.0373766533333331

1	16000001	86	670.780842000002	0.447187228000001

1	16100001	296	110.541262999981	0.0736941753333207

1	16200001	186	143.482816000005	0.09565521066667

1	16400001	201	157.704067999973	0.105136045333315

1	16500001	103	160.283915000001	0.106855943333334

1	16600001	105	113.553923999996	0.0757026159999973

1	16900001	158	1791.76286699999	1.19450857799999

1	17000001	185	642.958354000044	0.428638902666696

1	17100001	172	395.855566999946	0.263903711333297

1	17200001	227	697.30246100006	0.464868307333373

1	17300001	91	174.731301000016	0.116487534000011

1	17400001	79	42.8757390000006	0.0285838260000004

1	17500001	97	111.528355999994	0.0743522373333293

1	17600001	163	103.736820000009	0.069157880000006

1	17700001	126	18.5594590000004	0.0123729726666669

1	18000001	74	23.6658239999989	0.0157772159999993

1	18100001	274	398.493352999941	0.265662235333294

1	18200001	158	119.991178999973	0.0799941193333153

1	18300001	124	32.4926669999994	0.0216617779999996

1	18400001	83	14.2195519999992	0.0094797013333328

1	18500001	95	66.6261450000056	0.0444174300000037

1	18600001	223	415.271668999977	0.276847779333318

1	18700001	340	703.953729000051	0.469302486000034

1	18900001	103	373.511505000011	0.249007670000007

1	19000001	112	21.2210469999993	0.0141473646666662

1	19300001	70	238.130978000007	0.158753985333338

1	19400001	215	442.983713999993	0.295322475999995

1	19500001	133	132.590419999946	0.0883936133332973

1	19600001	58	5.82516700000015	0.00388344466666677

1	19900001	67	17.8950140000004	0.0119300093333336

1	20000001	83	39.6993389999977	0.0264662259999985

1	20100001	99	969.494461999977	0.646329641333318

1	20200001	187	573.583975000058	0.382389316666705

1	20300001	202	64.0222830000013	0.0426815220000009

1	20400001	146	82.9290030000048	0.0552860020000032

1	20500001	105	129.983537000008	0.0866556913333387

1	20600001	85	74.5577800000025	0.0497051866666683

1	20700001	50	49.4043329999993	0.0329362219999995

1	20800001	107	623.163226000021	0.415442150666681

1	20900001	151	266.052731000007	0.177368487333338

1	21000001	64	259.891540000001	0.173261026666667

1	21100001	163	288.036851999989	0.192024567999993

1	21200001	74	169.345147999987	0.112896765333325

1	21300001	101	12.0150250000001	0.00801001666666673

1	21400001	70	83.9298680000002	0.0559532453333335

1	21500001	78	138.973425999998	0.0926489506666653

1	21600001	85	102.939195000001	0.0686261300000007

1	21700001	125	257.732454000006	0.171821636000004

1	21800001	198	103.158855999946	0.0687725706666307

1	21900001	212	732.951279000092	0.488634186000061

1	22000001	263	316.860386000005	0.211240257333337

1	22100001	235	886.859506999995	0.59123967133333

1	22200001	56	177.905696	0.118603797333333

1	22300001	118	157.752082000001	0.105168054666667

1	22400001	71	255.742307999998	0.170494871999999

1	22600001	100	434.79310199999	0.289862067999993

1	22700001	119	545.335074	0.363556716

1	22800001	67	565.784598999984	0.377189732666656

1	22900001	86	302.061980000012	0.201374653333341

1	23000001	113	152.243662000008	0.101495774666672

1	23100001	69	146.627691000001	0.0977517940000007

1	23200001	179	235.303811999994	0.156869207999996

1	23300001	73	344.527601999995	0.229685067999997

1	23400001	151	2021.47523499998	1.34765015666665

1	23500001	183	248.446211999993	0.165630807999995

1	23600001	125	463.883270000012	0.309255513333341

1	23700001	73	352.258227000002	0.234838818000001

1	23800001	57	106.506455999992	0.0710043039999947

1	23900001	187	341.387885000013	0.227591923333342

1	24000001	176	167.29574300001	0.11153049533334

1	24100001	70	101.522121000007	0.0676814140000047

1	24200001	109	379.655426000006	0.253103617333337

1	24300001	119	968.255152999975	0.645503435333317

1	24400001	77	1348.18308300008	0.898788722000053

1	24500001	55	684.072671999907	0.456048447999938

1	24700001	88	426.039657999997	0.284026438666665

1	24800001	114	669.858521000014	0.446572347333343

1	24900001	129	179.276248999996	0.119517499333331

1	25000001	146	324.799991000007	0.216533327333338

1	25100001	266	263.854041999992	0.175902694666661

1	25200001	131	580.487954999961	0.386991969999974

1	25300001	137	1599.673572	1.066449048

1	25400001	279	3504.12190799988	2.33608127199992

1	25500001	187	720.866874000032	0.480577916000021

1	25600001	354	706.332457999976	0.470888305333317

1	25700001	303	1090.33638400005	0.7268909226667

1	25800001	86	170.62303099999	0.113748687333327

1	25900001	126	552.777724	0.368518482666667

1	26000001	456	882.750821000023	0.588500547333349

1	26100001	252	832.506867999978	0.555004578666652

1	26200001	135	381.337922999989	0.254225281999993

1	26300001	337	914.340959000025	0.60956063933335

1	26400001	193	736.853367999998	0.491235578666665

1	26500001	263	1131.85169899997	0.754567799333313

1	26600001	91	447.293886000018	0.298195924000012

1	26700001	230	515.999610999996	0.343999740666664

1	26800001	146	1072.850288	0.715233525333333

1	26900001	189	746.164072999966	0.497442715333311

1	27000001	157	1072.72146000001	0.715147640000007

1	27100001	571	1268.05620599982	0.84537080399988

1	27200001	595	622.799522999993	0.415199681999995

1	27300001	249	934.489772000016	0.622993181333344

1	27400001	171	829.794971999995	0.553196647999997

1	27500001	325	910.468444999982	0.606978963333321

1	27600001	470	806.190139000051	0.537460092666701

1	27700001	1228	311.202067999938	0.207468045333292

1	27800001	871	58.6944480000541	0.0391296320000361

1	27900001	872	237.502924000025	0.158335282666683

1	28000001	304	251.74112399999	0.167827415999993

1	28100001	232	571.748405000004	0.381165603333336

1	28200001	402	3359.67148100002	2.23978098733335

1	28300001	642	2089.28129800001	1.39285419866667

1	28400001	442	930.703567999929	0.620469045333286

1	28500001	358	1825.50806	1.21700537333333

1	28600001	339	1827.73405300004	1.21848936866669

1	28700001	212	827.534450999973	0.551689633999982

1	28800001	149	601.380789000031	0.400920526000021

1	28900001	745	211.28422499998	0.140856149999987

1	29000001	788	412.423814999914	0.274949209999943

1	29100001	532	1128.31605200001	0.75221070133334

1	29200001	364	1124.31217699996	0.749541451333307

1	29300001	384	1744.35523000002	1.16290348666668

1	29400001	229	2278.227395	1.51881826333333

1	29500001	304	1638.84561700002	1.09256374466668

1	29600001	586	1114.98528299997	0.74332352199998

1	29700001	815	1733.83852899991	1.15589235266661

1	29800001	1254	2056.66565599989	1.37111043733326

1	29900001	417	910.862219000002	0.607241479333335

1	30000001	162	2074.59052500003	1.38306035000002

1	30100001	295	1776.01565100003	1.18401043400002

1	30200001	513	2553.83287199997	1.70255524799998

1	30300001	766	1605.18913899997	1.07012609266665

1	30400001	366	1623.52331700004	1.08234887800003

1	30500001	236	2006.82670700001	1.33788447133334

1	30600001	269	2024.306231	1.34953748733333

1	30700001	263	2057.83235599997	1.37188823733331

1	30800001	363	1397.75602600001	0.931837350666673

1	30900001	528	1390.06574199998	0.926710494666653

1	31000001	284	1439.79618000002	0.959864120000013

1	31100001	125	1462.63457299999	0.975089715333327

1	31200001	844	1519.56703000001	1.01304468666667

1	31300001	280	1423.72735899996	0.94915157266664

1	31400001	154	1428.64136000001	0.95242757333334

1	31500001	206	1429.159222	0.952772814666667

1	31600001	360	1385.042418	0.923361612

1	31700001	158	1761.53780000003	1.17435853333335

1	31800001	232	774.670329999995	0.516446886666663

1	31900001	83	320.491296000004	0.213660864000003

1	32000001	107	404.875130999979	0.269916753999986

1	32100001	285	1568.11255399995	1.0454083693333

1	32200001	162	5052.94334999997	3.36862889999998

1	32300001	335	3873.15321100007	2.58210214066671

1	32400001	480	1512.88703400001	1.00859135600001

1	32500001	292	2129.67326399994	1.41978217599996

1	32600001	97	2111.96248800002	1.40797499200001

1	32700001	109	890.375496000017	0.593583664000011

1	32800001	125	372.524854999979	0.248349903333319

1	32900001	260	337.203735999995	0.224802490666663

2	1	583	12903.098526	8.602065684

2	100001	808	13056.9027	8.7046018

2	200001	664	5509.986297	3.673324198

2	300001	414	1897.951398	1.265300932

2	400001	172	2019.794132	1.34652942133333

2	500001	551	3250.617858	2.167078572

2	600001	858	5006.62306099999	3.33774870733333

2	700001	324	5592.861016	3.72857401066667

2	800001	458	5220.949887	3.480633258

2	900001	220	5559.357988	3.70623865866667

2	1000001	406	4945.597233	3.297064822

2	1100001	85	4394.83115499999	2.92988743666666

2	1200001	71	4548.03835100001	3.03202556733334

2	1300001	245	5006.519215	3.33767947666667

2	1400001	421	6757.81313799999	4.50520875866666

2	1500001	236	4125.57356200001	2.75038237466667

2	1600001	612	5444.99356799999	3.62999571199999

2	1700001	406	5618.29938100001	3.74553292066667

2	1800001	395	5306.39854899999	3.53759903266666

2	1900001	295	5462.5815	3.641721

2	2000001	98	5878.97836300001	3.91931890866667

2	2100001	183	5376.048511	3.58403234066667

2	2200001	289	5085.183947	3.39012263133333

2	2300001	374	5392.26360199999	3.59484240133333

2	2400001	292	1954.73397100001	1.30315598066667

2	2500001	128	1842.95425	1.22863616666667

2	2600001	433	6024.34632000002	4.01623088000001

2	2700001	344	7393.60844599999	4.92907229733333

2	2800001	637	8583.747122	5.72249808133333

2	2900001	682	6289.94216799998	4.19329477866665

2	3000001	368	7445.03390000002	4.96335593333335

2	3100001	347	7470.32765299998	4.98021843533332

2	3200001	533	7535.708395	5.02380559666667

2	3300001	226	7389.208115	4.92613874333333

2	3400001	609	7158.57493299999	4.77238328866666

2	3500001	1367	9817.61641800001	6.54507761200001

2	3600001	485	10907.232355	7.27148823666667

2	3700001	519	10908.10243	7.27206828666667

2	3800001	572	11306.034399	7.537356266

2	3900001	386	8970.40288200004	5.98026858800003

2	4000001	508	10396.693996	6.93112933066667

2	4100001	311	10724.222947	7.14948196466667

2	4200001	682	10402.869385	6.93524625666667

2	4300001	717	10692.241178	7.12816078533333

2	4400001	715	10248.278398	6.83218559866667

2	4500001	1192	10480.452465	6.98696831

2	4600001	446	6592.18720299998	4.39479146866665

2	4700001	267	2094.63308699999	1.39642205799999

2	4800001	336	2399.61188100001	1.59974125400001

2	4900001	384	3773.49848399998	2.51566565599999

2	5000001	272	5062.393482	3.374928988

2	5100001	296	3428.78422500001	2.28585615000001

2	5200001	547	2067.811874	1.37854124933333

2	5300001	488	5098.08465600001	3.39872310400001

2	5400001	545	5585.73567800002	3.72382378533335

2	5500001	633	7252.92948300004	4.83528632200003

2	5600001	1461	12997.3063149999	8.6648708766666

2	5700001	830	13049.893818	8.699929212

2	5800001	1082	12828.7898450001	8.5525265633334

2	5900001	485	12952.2185	8.63481233333333

2	6000001	1019	12269.9029219999	8.17993528133327

2	6100001	1146	6480.497522	4.32033168133333

2	6200001	440	6690.95483700002	4.46063655800001

2	6300001	655	6741.52543799999	4.49435029199999

2	6400001	474	5171.03214999999	3.44735476666666

2	6500001	767	5628.34188800001	3.75222792533334

2	6600001	267	5352.78521799999	3.56852347866666

2	6700001	726	5475.36234600001	3.65024156400001

2	6800001	642	5594.21614399999	3.72947742933333

2	6900001	498	5457.71809199998	3.63847872799999

2	7000001	423	5485.90982100002	3.65727321400001

2	7100001	297	5488.532604	3.659021736

2	7200001	345	5723.15002400002	3.81543334933335

2	7300001	209	5164.79908299998	3.44319938866665

2	7400001	419	5463.17655100001	3.64211770066667

2	7500001	476	5411.56689399999	3.60771126266666

2	7600001	267	5602.70971900001	3.73513981266667

2	7700001	447	5382.55434199997	3.58836956133331

2	7800001	880	3931.21190900004	2.62080793933336

2	7900001	788	4874.90503199998	3.24993668799999

2	8000001	356	4377.78589499998	2.91852392999999

2	8100001	594	2933.57888800001	1.95571925866667

2	8200001	508	3003.78931399998	2.00252620933332

2	8300001	640	3389.17926500002	2.25945284333335

2	8400001	489	3507.52592799998	2.33835061866665

2	8500001	487	3599.16754200001	2.39944502800001

2	8600001	427	3627.174401	2.41811626733333

2	8700001	630	3591.95148599999	2.39463432399999

2	8800001	583	3677.43394500002	2.45162263000001

2	8900001	818	3815.01733299998	2.54334488866665

2	9000001	630	3662.82422799999	2.44188281866666

2	9100001	462	3495.35512100004	2.33023674733336

2	9200001	416	3351.492108	2.234328072

2	9300001	563	2418.24283599999	1.61216189066666

2	9400001	1072	7393.67488899993	4.92911659266662

2	9500001	779	3742.3217650001	2.49488117666673

2	9600001	420	3784.53354000001	2.52302236000001

2	9700001	473	3995.58677199994	2.66372451466663

2	9800001	425	4002.21786000006	2.66814524000004

2	9900001	362	4521.49087199994	3.01432724799996

2	10000001	334	2767.80723700004	1.84520482466669

2	10100001	360	1889.40013699998	1.25960009133332

2	10200001	268	3110.58776099999	2.07372517399999

2	10300001	536	4084.76972299999	2.72317981533333

2	10400001	590	4223.09634300006	2.81539756200004

2	10500001	375	7057.46161700002	4.70497441133335

2	10600001	1480	7018.85667299996	4.67923778199997

2	10700001	1604	5895.43348000011	3.93028898666674

2	10800001	292	2448.98919800003	1.63265946533335

2	10900001	406	2393.701439	1.59580095933333

2	11000001	571	5115.80621599993	3.41053747733329

2	11100001	907	5638.65949300004	3.75910632866669

2	11200001	888	5721.05749799999	3.81403833199999

2	11300001	637	1282.31108499999	0.85487405666666

2	11400001	774	2795.15401200002	1.86343600800001

2	11500001	493	1259.49973399999	0.839666489333327

2	11600001	539	1480.91835800001	0.98727890533334

2	11700001	800	4353.57397099995	2.9023826473333

2	11800001	821	1702.01446699994	1.13467631133329

2	11900001	617	1072.08167000002	0.714721113333347

2	12000001	337	1859.28900700001	1.23952600466667

2	12100001	408	2278.56334099997	1.51904222733331

2	12200001	495	3396.86821700007	2.26457881133338

2	12300001	573	4904.99881399996	3.26999920933331

2	12400001	481	2081.216802	1.387477868

2	12500001	646	5196.27450999999	3.46418300666666

2	12600001	856	3654.33076400013	2.43622050933342

2	12700001	1304	6319.36578299999	4.21291052199999

2	12800001	242	3456.59791999999	2.30439861333333

2	12900001	254	2426.24987499999	1.61749991666666

2	13000001	246	1762.75918199998	1.17517278799999

2	13100001	206	1730.276165	1.15351744333333

2	13200001	200	1768.784736	1.179189824

2	13300001	317	1909.01514200002	1.27267676133335

2	13400001	208	1958.03366000001	1.30535577333334

2	13500001	222	1944.62028499998	1.29641352333332

2	13600001	225	2074.95657400002	1.38330438266668

2	13700001	258	1820.537425	1.21369161666667

2	13800001	402	1827.97931799998	1.21865287866665

2	13900001	458	1274.13544200001	0.849423628000007

2	14000001	456	1224.73889999999	0.816492599999993

2	14100001	255	1276.703901	0.851135934

2	14200001	339	1286.444792	0.857629861333333

2	14300001	296	791.387100000005	0.527591400000003

2	14400001	321	785.139806999986	0.523426537999991

2	14500001	280	727.153447000009	0.484768964666673

2	14600001	231	691.045389999989	0.460696926666659

2	14700001	331	638.691943999989	0.425794629333326

2	14800001	208	616.045115000008	0.410696743333339

2	14900001	273	503.083627999995	0.33538908533333

2	15000001	375	758.138730999987	0.505425820666658

2	15100001	577	1612.01386100001	1.07467590733334

2	15200001	329	668.884597000005	0.44592306466667

2	15300001	232	766.289388999993	0.510859592666662

2	15400001	192	804.511839000005	0.536341226000003

2	15500001	180	671.596104000001	0.447730736000001

2	15600001	256	611.749674000011	0.407833116000007

2	15700001	1027	616.717748000037	0.411145165333358

2	15800001	283	441.293238999982	0.294195492666655

2	15900001	272	1109.39562	0.73959708

2	16000001	281	692.566719999987	0.461711146666658

2	16100001	192	867.590179	0.578393452666667

2	16200001	173	981.794016000004	0.654529344000003

2	16300001	162	807.133421999995	0.538088947999997

2	16400001	325	801.213465000013	0.534142310000009

2	16500001	378	889.87927200002	0.593252848000013

2	16600001	270	973.59582599998	0.649063883999987

2	16700001	217	739.968772	0.493312514666667

2	16800001	403	623.903816000055	0.41593587733337

2	16900001	220	482.085653000004	0.321390435333336

2	17000001	272	942.263287000032	0.628175524666688

2	17100001	201	1234.41123499998	0.82294082333332

2	17200001	237	932.053202999971	0.621368801999981

2	17300001	106	1654.62994500005	1.10308663000003

2	17400001	173	914.765554999953	0.609843703333302

2	17500001	173	600.716865000012	0.400477910000008

2	17600001	164	602.935954000005	0.40195730266667

2	17700001	294	836.207434999971	0.557471623333314

2	17800001	196	754.285625000017	0.502857083333345

2	17900001	162	721.087422000008	0.480724948000005

2	18000001	113	533.453210999991	0.355635473999994

2	18100001	171	591.176677000007	0.394117784666671

2	18200001	118	654.256293000006	0.436170862000004

2	18300001	97	670.62795599999	0.447085303999993

2	18400001	281	1247.79340600005	0.8318622706667

2	18500001	211	995.828391999985	0.663885594666657

2	18600001	167	394.045989000003	0.262697326000002

2	18700001	135	761.399340000008	0.507599560000005

2	18800001	123	450.211571999991	0.300141047999994

2	18900001	209	769.350190000026	0.512900126666684

2	19000001	173	549.943960000003	0.366629306666669

2	19100001	147	307.197724999974	0.204798483333316

2	19200001	182	266.178224000003	0.177452149333335

2	19300001	113	432.723843999997	0.288482562666665

2	19400001	182	396.522121000017	0.264348080666678

2	19500001	197	1079.67456000001	0.719783040000007

2	19600001	314	416.581971999946	0.277721314666631

2	19700001	181	169.301644999999	0.112867763333333

2	19800001	76	170.347305999998	0.113564870666665

2	20000001	294	2106.18165100004	1.40412110066669

2	20100001	110	148.305801999992	0.0988705346666613

2	20200001	157	313.857854999998	0.209238569999999

2	20300001	126	450.337665000022	0.300225110000015

2	20400001	119	775.490999999996	0.516993999999997

2	20500001	107	340.385318999992	0.226923545999995

2	20600001	105	525.327304999995	0.35021820333333

2	20700001	124	495.786798999996	0.330524532666664

2	20800001	161	579.870814000001	0.386580542666667

2	20900001	159	986.060267000015	0.657373511333343

2	21000001	1035	2224.37626800003	1.48291751200002

2	21100001	112	587.042606000006	0.391361737333337

2	21200001	75	570.727075999998	0.380484717333332

2	21300001	186	525.786170000001	0.350524113333334

2	21400001	137	637.737442999966	0.425158295333311

2	21500001	80	435.963863999992	0.290642575999995

2	21600001	68	667.026806000016	0.444684537333344

2	21700001	138	743.742535999996	0.495828357333331

2	21800001	236	730.322465000003	0.486881643333335

2	21900001	201	520.910285999992	0.347273523999995

2	22000001	111	534.662869999977	0.356441913333318

2	22100001	1044	849.107331000043	0.566071554000029

2	22200001	197	561.635348000008	0.374423565333339

2	22300001	97	564.971559000002	0.376647706000001

2	22400001	138	1032.86154099998	0.688574360666653

2	22500001	132	677.766822000011	0.451844548000007

2	22600001	144	488.969023999995	0.32597934933333

2	22700001	163	522.184898999995	0.348123265999997

2	22800001	167	596.372178000017	0.397581452000011

2	22900001	114	411.281988000005	0.274187992000003

2	23000001	58	305.367338999997	0.203578225999998

2	23100001	84	337.673763999997	0.225115842666665

2	23200001	145	268.558943999994	0.179039295999996

2	23300001	866	323.237425000014	0.215491616666676

2	23400001	194	1421.93130399995	0.947954202666633

2	23500001	757	717.206698999994	0.478137799333329

2	23600001	522	451.269282000057	0.300846188000038

2	23700001	75	504.05734899999	0.33603823266666

2	23800001	158	366.922597999997	0.244615065333331

2	23900001	141	197.343061000001	0.131562040666667

2	24000001	183	375.916523999997	0.250611015999998

2	24100001	87	259.214085000007	0.172809390000005

2	24200001	113	157.487244000002	0.104991496000001

2	24300001	262	1606.91432300002	1.07127621533335

2	24400001	130	388.592648999997	0.259061765999998

2	24500001	116	631.609326000004	0.421072884000003

2	24600001	221	805.182047999984	0.536788031999989

2	24700001	234	647.660325999979	0.431773550666653

2	24800001	206	666.922893000024	0.444615262000016

2	24900001	200	799.481666999993	0.532987777999995

2	25000001	222	867.528095000011	0.578352063333341

2	25100001	159	887.610679999989	0.591740453333326

2	25200001	127	728.497511999987	0.485665007999991

2	25300001	87	793.397663000025	0.52893177533335

2	25400001	164	682.096377999984	0.454730918666656

2	25500001	229	141.057324000019	0.0940382160000127

2	25600001	183	249.124861000004	0.166083240666669

2	25700001	79	411.053240000003	0.274035493333335

2	25800001	149	569.16252	0.37944168

2	25900001	135	874.655360000013	0.583103573333342

2	26000001	158	936.56204099998	0.624374693999987

2	26100001	118	967.732796000006	0.645155197333337

2	26200001	97	626.152475000002	0.417434983333335

2	26300001	251	1407.86930000004	0.93857953333336

2	26400001	185	651.11259100002	0.43407506066668

2	26500001	133	469.885939999994	0.313257293333329

2	26600001	191	558.644021999994	0.372429347999996

2	26700001	103	513.238221000006	0.342158814000004

2	26800001	103	441.627998000006	0.294418665333337

2	26900001	113	383.792936000022	0.255861957333348

2	27000001	116	728.538606999969	0.485692404666646

2	27100001	120	1005.49631300001	0.67033087533334

